ID,English_Text,Khmer_Text
1562,"On Friday, 14 March 2025, Her Excellency SEREI Borapich, Secretary of State of the Ministry of Commerce, presided over the opening ceremony of the celebration of International Women's Day",នាថ្ងៃសុក្រ ទី១៤ ខែមីនា ឆ្នាំ២០២៥ នៅអគារ Raintree លោកជំទាវ សេរី បូរាពេជ្រ រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញជាអធិបតីក្នុងពិធីបើកព្រឹត្តិការណ៍ទិវាសិទ្ធិនារីអន្តរជាតិ (IWD) និងកិច្ចពិភាក្សាទាក់ទងទៅនឹងចូលរួមអាជីវកម្ម ដែលជាព្រឹត្តិការណ៍ដ៏សំខាន់មួយឆ្ពោះទៅរកការលើកកម្ពស់សមភាពយេនឌ័រ និងការផ្តល់សិទ្ធិអំណាចដល់ស្ត្រីក្នុងវិស័យធុរកិច្ចរបស់កម្ពុជា
1563,"On that occasion, Her Excellency Secretary of State, emphasized the critical importance of gender equality",ក្នុងឱកាសនោះ លោកជំទាវរដ្ឋលេខាធិការ បានសង្កត់ធ្ងន់ទៅលើសារៈសំខាន់នៃសមភាពយេនឌ័រ និងការពង្រឹងសិទ្ធិអំណាចរបស់ស្ត្រីនៅក្នុងសេដ្ឋកិច្ចរបស់ប្រទេសកម្ពុជា ដោយស្របតាមប្រធានបទឆ្នាំនេះ
1564,Inspire businesses to commit to the Women's Empowerment Principles (WEPs),៣. ការកោតសរសើរដល់ស្ថាប័នដែលបានឈានមុខគេក្នុងការប្រកាន់ខ្ជាប់នូវការប្តេជ្ញាចិត្តដ៏រឹងមាំ លេីការបង្កេីតគោលនយោបាយដែលទាក់ទងទៅនឹងការបង្កេីនភាពអង់អាចរបស់ស្ត្រី (WEPs)
1565,exchange ideas on implementing WEPs to accelerate inclusive business growth,៤. ការរៀនសូត្រ ពិភាក្សា និងផ្លាស់ប្តូរយោបល់លើការអនុវត្ត គោលនយោបាយដែលទាក់ទងទៅនឹងការបង្កេីនភាពអង់អាចរបស់ស្ត្រី (WEPs) ដើម្បីពន្លឿនកំណើនបរិយាប័ន្ននៃអាជីវកម្ម
1566,Inspire businesses to commit to the Women's Empowerment Principles (WEPs),២. ជម្រុញ និងលេីកទឹកចិត្តអាជីវកម្មឱ្យបន្តការប្តេជ្ញាចិត្តក្នុងការពង្រឹងគោលនយោបាយដែលទាក់ទងទៅនឹងការបង្កេីនភាពអង់អាចរបស់ស្ត្រី (WEPs)
1567,"during the upcoming World Expo 2025 in Osaka, the Cambodia Pavilion will also participate in the promotional activities in order to promote Francophonie at the request of the OIF (Organisation Internationale de la Francophonie)",គួរបញ្ជាក់ផងដែរថា ប្រទេសកម្ពុជា នឹងធ្វើជាម្ចាស់ផ្ទះកិច្ចប្រជុំកំពូលហ្វ្រង់កូហ្វូនី លើកទី២០ នៅឆ្នាំ២០២៦ ហើយក្នុងអំឡុងពិព័រណ៍ពិភពលោក ២០២៥ អូសាកា ខាងមុខនេះ ពន្លាជាតិកម្ពុជា ក៏នឹងចូលរួមក្នុងសកម្មភាពផ្សព្វផ្សាយនានា ដើម្បីលើកតម្កើងហ្វ្រង់កូហ្វូនី តាមការស្នើសុំរបស់អង្គការអន្តរជាតិហ្វ្រង់កូហ្វូនី (OIF) ផងដែរ
1568,"(Tokyo, Japan)",ជប៉ុន)
1569,"Commercial Attaché organized exhibitions of some important potential Cambodian products such as Cambodian fragrant rice,cashew nuts, Kampot peppers, dried mango, Mondulkiri coffee, palm sugar, Kroma Khmer (Cambodian scarves),",អង្ករក្រអូបខ្មែរ គ្រាប់ស្វាយចន្ទីរ ម្រេចកំពត ដំណាប់ស្វាយ កាហ្វេមណ្ឌលគិរី ស្ករត្នោត ក្រម៉ាខ្មែរ និងវត្ថុអនុស្សាវរីយ៍ ជាច្រើនទៀត ដើម្បីផ្សព្វផ្សាយជំរុញទីផ្សារក្នុងប្រទេសជប៉ុន និងស្វែងរកដៃគូនាំចេញនាំចូលផលិតផលខ្មែរបន្ថែមទៀត
1570,"(Tokyo, Japan)",(តូក្យូ
1571,"The Francophonie event featured exhibitions, concerts, film screenings,",ព្រឹត្តិការណ៍នេះ មានរៀបចំនូវកម្មវិធីតាំងពិព័រណ៍ ការប្រគុំតន្ត្រី ការចាក់បញ្ចាំងភាពយន្ត និងសកម្មភាពជំរុញពាណិជ្ជកម្មជាច្រើនទៀត ក្នុងគោលបំណងដើម្បីពង្រឹងមិត្តភាពនិងកិច្ចសហប្រតិបត្តិការរវាងបណ្តាប្រទេសដែលប្រើប្រាស់ភាសាបារាំង ព្រមទាំងផ្សព្វផ្សាយអំពីវប្បធម៌ ទេសចរណ៍ និងសក្កានុពលវិនិយោគ ដោយមានការចូលរួមពីប្រទេសប្រើប្រាស់ភាសាបារាំង ចំនួន ១៩ ប្រទេស
1572,"displaying the Cambodian products at the Francophonie’s Day Celebration,organized by the Council for the Promotion of Francophonie in Japan at the French Institute of Tokyo",នារសៀលថ្ងៃអាទិត្យ ទី១៦ ខែមីនា ឆ្នាំ២០២៥ លោក ស៊ីន សារ៉ាយ អនុព័ន្ធពាណិជ្ជកម្ម អមស្ថានទូតកម្ពុជាប្រចាំប្រទេសជប៉ុន បានចូលរួមរៀបចំ និងតាំងបង្ហាញផលិតផលខ្មែរ នៅក្នុងកម្មវិធីអបអរសាទរទិវាហ្វ្រង់កូហ្វូនី (Journée de la Francophonie) ដែលរៀបចំឡើងដោយក្រុមប្រឹក្សាលើកតម្កើងហ្វ្រង់កូហ្វូនីនៅប្រទេសជប៉ុន (Conseil pour la Promotion de la Francophonie au Japon) នៅវិទ្យាស្ថានភាសាបារាំង នៃទីក្រុងតូក្យូ
1573,(Phnom Penh),(ភ្នំពេញ)
1574,"On the afternoon of Monday, 17 March 2025, at the Ministry of Commerce, Her Excellency CHAM Nimul, Minister of Commerce, received a courtesy call from the Association of Tobacco Industry of Cambodia (ATIC) delegation to formally introduce Mr",នារសៀលថ្ងៃចន្ទ ទី ១៧ ខែមីនា ឆ្នាំ២០២៥ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម បានអនុញ្ញាតជូនគណៈប្រតិភូសមាគមឧស្សាហកម្មថ្នាំជក់កម្ពុជា (ATIC) ចូលជួបសម្តែងការគួរសម និងពិភាក្សាការងារ
1575,(Phnom Penh),(ភ្នំពេញ)
1576,"On that occasion, Her Excellency Minister instructed the Secretariat of the CHSC to work on the preliminary draft of the Halal Development Strategic Plan 2025–2029 in the spirit of the meeting",ក្នុងឱកាសនោះ លោកជំទាវរដ្ឋមន្ត្រី បានណែនាំឱ្យលេខាធិការដ្ឋាននៃ គ.ត.ផ.ហ.ក. រៀបចំសេចក្តីព្រាងបឋមផែនការយុទ្ធសាស្រ្តស្តីពីការអភិវឌ្ឍកិច្ចការហាឡាល ឆ្នាំ២០២៥
1577,review the certification process (process mapping),២០២៩ និងពិនិត្យលើដំណើរការកិច្ចការវិញ្ញាបនបត្រកម្ម (Process Mapping)
1578,"On the morning of Tuesday, 18 March 2025, at the Ministry of Commerce, Her Excellency CHAM Nimul, Minister of Commerce",នាព្រឹកថ្ងៃអង្គារ ទី១៨ ខែមីនា ឆ្នាំ២០២៥ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម និងជាប្រធានគណៈកម្មាធិការត្រួតពិនិត្យផលិតផលហាឡាលកម្ពុជា «គ.ត.ផ.ហ.ក.» បានអញ្ជើញដឹកនាំកិច្ចប្រជុំវិសាមញ្ញគណៈកម្មាធិការត្រួតពិនិត្យផលិតផលហាឡាលកម្ពុជា «គ.ត.ផ.ហ.ក.» ដោយមានការអញ្ជើញចូលរួមពី ឯកឧត្តម អូស្មាន ហាស្សាន់ ទេសរដ្ឋមន្ត្រីទទួលបន្ទុកបេសកកម្មពិសេស ឯកឧត្តម លោកជំទាវ ជាអនុប្រធាន និងជាសមាជិក សមាជិកា នៃ គ.ត.ផ.ហ.ក. ដែលអញ្ជើញមកពីក្រសួង
